Id_hecho,Cantidad_victimas,Fecha,Año,Mes,Dia,Hora,Franja_horaria,Tipo_calle,Calle,Cruce,Direccion_normalizada,Comuna,Pos_x,Pos_y,Acusado,Rol,Victima,Sexo,Edad,Nro_dia_semana,Dia_semana,Fin_semana,Rango_horario
2017-0058,1,2017-05-09,2017,5,9,23:10:00,23,AVENIDA,CORDOBA AV.,SI,CORDOBA AV. y LIBERTAD,1,-58.38403232,-34.59915940,MOTO,PEATON,PEATON,MASCULINO,80,2,Martes,NO,22-23.59
2017-0059,1,2017-05-11,2017,5,11,09:24:00,9,CALLE,BRASIL,SI,BRASIL y LIMA,1,-58.38223382,-34.62693865,PASAJEROS,PEATON,PEATON,FEMENINO,39,4,Jueves,NO,9-11.59
2017-0060,1,2017-05-13,2017,5,13,07:20:00,7,AVENIDA,ESCALADA AV.,SI,"ESCALADA AV. y FERNANDEZ DE LA CRUZ, F., GRAL. AV.",8,-58.45966521,-34.67323292,OBJETO FIJO,PASAJERO_ACOMPAÑANTE,MOTO,MASCULINO,30,6,Sábado,SI,6-8.59
2017-0061,1,2017-05-15,2017,5,15,13:29:30,13,AVENIDA,PARAGUAY,SI,PARAGUAY y CALLAO AV.,2,-58.39303911,-34.59871111,MOTO,PEATON,PEATON,MASCULINO,47,1,Lunes,NO,12-14.59
2017-0062,1,2017-05-15,2017,5,15,16:00:00,16,AVENIDA,"JUSTO, JUAN B. AV.",SI,"JUSTO, JUAN B. AV. y SAN BLAS",10,-58.51262106,-34.63395999,CARGAS,CONDUCTOR,MOTO,MASCULINO,35,1,Lunes,NO,15-17.59
2017-0063,1,2017-05-17,2017,5,17,10:13:00,10,AVENIDA,CHILE,SI,CHILE y 9 DE JULIO AV.,1,-58.38118367,-34.61646839,PASAJEROS,PEATON,PEATON,FEMENINO,79,3,Miércoles,NO,9-11.59
2017-0064,1,2017-05-20,2017,5,20,05:00:00,5,CALLE,MAIPU,SI,"MAIPU y PERON, JUAN DOMINGO, TTE. GENERAL",1,-58.37653284,-34.60582475,AUTO,PASAJERO_ACOMPAÑANTE,CARGAS,MASCULINO,61,6,Sábado,SI,3-5.59
2017-0065,1,2017-05-22,2017,5,22,16:00:00,16,AVENIDA,SUAREZ AV.,SI,SUAREZ AV. y HERRERA,4,-58.37709334,-34.64035082,CARGAS,CICLISTA,BICICLETA,MASCULINO,21,1,Lunes,NO,15-17.59
2017-0066,1,2017-05-22,2017,5,22,18:10:00,18,AVENIDA,SAN MARTIN AV.,SI,SAN MARTIN AV. y FRAGATA PRES. SARMIENTO,15,-58.46002142,-34.60409469,PASAJEROS,PEATON,PEATON,MASCULINO,10,1,Lunes,NO,18-21.59
2017-0067,1,2017-05-23,2017,5,23,02:45:00,2,AVENIDA,DIRECTORIO AV.,SI,"DIRECTORIO AV. y MORENO, JOSE MARIA AV.",6,-58.43381970,-34.62801894,CARGAS,CONDUCTOR,MOTO,MASCULINO,21,2,Martes,NO,0-2.59
2017-0068,1,2017-05-27,2017,5,27,19:50:00,19,AVENIDA,"RABANAL, FRANCISCO, INTENDENTE AV.",NO,"RABANAL, FRANCISCO, INTENDENTE AV. 2950",8,-58.43580656,-34.66437532,OBJETO FIJO,CONDUCTOR,MOTO,MASCULINO,32,6,Sábado,SI,18-21.59
2017-0069,1,2017-05-24,2017,5,24,14:15:00,14,GRAL PAZ,"PAZ, GRAL. AV.",SI,"PAZ, GRAL. AV. y SCHMIDL, ULRICO",9,-58.52173071,-34.65997463,AUTO,CONDUCTOR,MOTO,MASCULINO,39,3,Miércoles,NO,12-14.59
2017-0070,1,2017-05-30,2017,5,30,13:20:00,13,CALLE,NUEVA YORK,NO,NUEVA YORK 3696,11,-58.50791763,-34.59804273,AUTO,PEATON,PEATON,MASCULINO,80,2,Martes,NO,12-14.59
2017-0072,1,2017-06-03,2017,6,3,23:20:00,23,AVENIDA,DE LOS CONSTITUYENTES AV.,SI,DE LOS CONSTITUYENTES AV. y VALLEJOS,12,-58.49175088,-34.58226957,AUTO,CONDUCTOR,AUTO,MASCULINO,25,6,Sábado,SI,22-23.59
2017-0073,1,2017-06-04,2017,6,4,09:00:00,9,AVENIDA,CORRIENTES AV.,SI,CORRIENTES AV. y ECUADOR,3,-58.40781467,-34.60425669,AUTO,CONDUCTOR,MOTO,MASCULINO,19,7,Domingo,SI,9-11.59
2017-0074,1,2017-06-04,2017,6,4,12:50:00,12,CALLE,CASCO,NO,CASCO 133,9,-58.52567073,-34.63787791,AUTO,CONDUCTOR,MOTO,MASCULINO,70,7,Domingo,SI,12-14.59
2017-0075,1,2017-06-12,2017,6,12,22:38:00,22,AVENIDA,DE MAYO AV.,SI,DE MAYO AV. y 9 DE JULIO AV.,1,-58.38154200,-34.60906385,MOTO,PEATON,PEATON,MASCULINO,55,1,Lunes,NO,22-23.59
2017-0076,1,2017-06-13,2017,6,13,14:50:00,14,AVENIDA,"CASTILLO, RAMON S., PRES. AV.",SI,"CASTILLO, RAMON S., PRES. AV. y CALLE 12 (NO OFICIAL)",2,-58.38526125,-34.57805810,CARGAS,PEATON,PEATON,FEMENINO,30,2,Martes,NO,12-14.59
2017-0077,1,2017-06-17,2017,6,17,23:45:00,23,CALLE,FRAY JUSTO SANTAMARIA DE ORO,NO,FRAY JUSTO SANTAMARIA DE ORO 1930,14,-58.42934104,-34.58451712,CARGAS,CONDUCTOR,MOTO,FEMENINO,60,6,Sábado,SI,22-23.59
2017-0079,1,2017-06-19,2017,6,19,16:26:00,16,CALLE,MEXICO,SI,MEXICO y DEAN FUNES,3,-58.40657493,-34.61781124,CARGAS,CONDUCTOR,MOTO,MASCULINO,33,1,Lunes,NO,15-17.59
2017-0080,1,2017-06-22,2017,6,22,10:15:00,10,AVENIDA,"ALBERDI, JUAN BAUTISTA AV.",SI,"ALBERDI, JUAN BAUTISTA AV. y ESCALADA AV.",9,-58.49525314,-34.64487785,CARGAS,PEATON,PEATON,FEMENINO,95,4,Jueves,NO,9-11.59
2017-0082,1,2017-06-25,2017,6,25,22:40:00,22,AVENIDA,ENTRE RIOS AV.,SI,ENTRE RIOS AV. y BRASIL,4,-58.39092851,-34.62932696,AUTO,PEATON,PEATON,MASCULINO,36,7,Domingo,SI,22-23.59
2017-0083,1,2017-07-04,2017,7,4,00:25:00,0,AVENIDA,"ALBERDI, JUAN BAUTISTA AV.",SI,"ALBERDI, JUAN BAUTISTA AV. y GUARDIA NACIONAL",9,-58.49603546,-34.64564271,CARGAS,CONDUCTOR,MOTO,MASCULINO,37,2,Martes,NO,0-2.59
2017-0084,1,2017-07-05,2017,7,5,12:49:00,12,AVENIDA,DEL LIBERTADOR AV.,SI,DEL LIBERTADOR AV. y RODRIGUEZ PEÃ‘A,2,-58.38502878,-34.58703485,PASAJEROS,PEATON,PEATON,FEMENINO,73,3,Miércoles,NO,12-14.59
2017-0085,1,2017-07-07,2017,7,7,14:15:00,14,AVENIDA,TACUARI,SI,"TACUARI y GARCIA, MARTIN AV.",4,-58.37261143,-34.63150425,PASAJEROS,PEATON,PEATON,MASCULINO,84,5,Viernes,NO,12-14.59
2017-0086,1,2017-07-09,2017,7,9,07:30:00,7,AVENIDA,RIVADAVIA AV.,SI,RIVADAVIA AV. y MURGUIONDO,9,-58.51876802,-34.63905965,MOTO,PEATON,PEATON,FEMENINO,30,7,Domingo,SI,6-8.59
2017-0087,1,2017-07-10,2017,7,10,10:45:00,10,CALLE,24 DE NOVIEMBRE,NO,24 DE NOVIEMBRE 390,3,-58.41095567,-34.61516101,AUTO,PEATON,PEATON,FEMENINO,73,1,Lunes,NO,9-11.59
2017-0088,1,2017-07-10,2017,7,10,22:30:00,22,AVENIDA,PASEO COLON AV.,SI,PASEO COLON AV. y BRASIL AV.,1,-58.36797542,-34.62519403,PASAJEROS,PEATON,PEATON,MASCULINO,43,1,Lunes,NO,22-23.59
2017-0089,1,2017-07-13,2017,7,13,12:05:00,12,CALLE,"LEGUIZAMON, MARTINIANO",NO,"LEGUIZAMON, MARTINIANO 901",9,-58.51514709,-34.64787051,AUTO,CONDUCTOR,MOTO,MASCULINO,23,4,Jueves,NO,12-14.59
2017-0090,1,2017-07-15,2017,7,15,05:15:00,5,GRAL PAZ,CHIVILCOY AV.,SI,"CHIVILCOY AV. y PAZ, GRAL. AV.",11,-58.51925642,-34.59171721,AUTO,PEATON,PEATON,MASCULINO,22,6,Sábado,SI,3-5.59
2017-0091,1,2017-07-15,2017,7,15,13:00:00,13,GRAL PAZ,SUPERI,SI,"SUPERI y PAZ, GRAL. AV.",12,-58.48671535,-34.54321216,AUTO,CONDUCTOR,MOTO,MASCULINO,58,6,Sábado,SI,12-14.59
2017-0092,1,2017-07-24,2017,7,24,22:16:01,22,AUTOPISTA,AUTOPISTA 25 DE MAYO,SI,AUTOPISTA 25 DE MAYO y AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI,1,-58.38268809,-34.62282019,AUTO,PEATON,PEATON,MASCULINO,66,1,Lunes,NO,22-23.59
2017-0093,1,2017-07-25,2017,7,25,16:48:40,16,AUTOPISTA,"LUGONES, LEOPOLDO AV.",SI,"LUGONES, LEOPOLDO AV. y PUENTE DISTRIBUIDOR SCALABRINI ORTIZ",13,-58.43633522,-34.54966288,AUTO,PEATON,PEATON,MASCULINO,30,2,Martes,NO,15-17.59
2017-0094,1,2017-07-27,2017,7,27,08:50:00,8,CALLE,"HUGO, VICTOR",NO,"HUGO, VICTOR 2639",10,-58.52640838,-34.61765855,CARGAS,CICLISTA,BICICLETA,FEMENINO,56,4,Jueves,NO,6-8.59
2017-0095,1,2017-08-06,2017,8,6,08:00:00,8,AVENIDA,CORDOBA AV.,SI,"CORDOBA AV. y SALGUERO, JERONIMO",14,-58.41894306,-34.59778875,AUTO,CONDUCTOR,MOTO,MASCULINO,36,7,Domingo,SI,6-8.59
2017-0096,1,2017-08-07,2017,8,7,19:50:00,19,AVENIDA,CABILDO AV.,SI,CABILDO AV. y NUÃ‘EZ,13,-58.46756026,-34.54972741,PASAJEROS,PEATON,PEATON,MASCULINO,87,1,Lunes,NO,18-21.59
2017-0098,1,2017-08-08,2017,8,8,12:10:00,12,CALLE,"BONIFACIO, JOSE",NO,"BONIFACIO, JOSE 2114",7,-58.45715752,-34.63132912,AUTO,PEATON,PEATON,FEMENINO,61,2,Martes,NO,12-14.59
2017-0099,1,2017-08-17,2017,8,17,19:45:00,19,AVENIDA,"FIGUEROA ALCORTA, PRES. AV.",NO,"FIGUEROA ALCORTA, PRES. AV. 5400",14,-58.42406784,-34.56213916,AUTO,CICLISTA,BICICLETA,MASCULINO,28,4,Jueves,NO,18-21.59
2017-0100,1,2017-08-21,2017,8,21,07:45:00,7,CALLE,REPUBLICA BOLIVARIANA DE VENEZUELA,NO,REPUBLICA BOLIVARIANA DE VENEZUELA 2135,3,-58.39674470,-34.61512051,OBJETO FIJO,PASAJERO_ACOMPAÑANTE,MOTO,FEMENINO,16,1,Lunes,NO,6-8.59
2017-0101,1,2017-08-23,2017,8,23,10:00:00,10,AVENIDA,"LACROZE, FEDERICO AV.",SI,"LACROZE, FEDERICO AV. y ZAPATA",13,-58.44537508,-34.57084818,MULTIPLE,PEATON,PEATON,FEMENINO,61,3,Miércoles,NO,9-11.59
2017-0102,1,2017-08-24,2017,8,24,01:10:00,1,AVENIDA,"IRIARTE, GRAL. AV.",SI,"IRIARTE, GRAL. AV. y ZAVALETA",4,-58.40056767,-34.65107080,CARGAS,PEATON,PEATON,MASCULINO,46,4,Jueves,NO,0-2.59
2017-0104,1,2017-08-25,2017,8,25,09:00:00,9,AVENIDA,9 DE JULIO AV.,SI,9 DE JULIO AV. y ESTADOS UNIDOS,1,-58.38109568,-34.61853244,CARGAS,PEATON,PEATON,FEMENINO,18,5,Viernes,NO,9-11.59
2017-0106,1,2017-08-31,2017,8,31,19:50:00,19,CALLE,FRAY JUSTO SANTAMARIA DE ORO,SI,FRAY JUSTO SANTAMARIA DE ORO y GUEMES,14,-58.42533612,-34.58035258,PASAJEROS,PEATON,PEATON,FEMENINO,85,4,Jueves,NO,18-21.59
2017-0107,1,2017-09-01,2017,9,1,11:30:00,11,AVENIDA,DEL LIBERTADOR AV.,SI,DEL LIBERTADOR AV. y JARAMILLO,13,-58.46062311,-34.54395182,CARGAS,CONDUCTOR,MOTO,MASCULINO,41,5,Viernes,NO,9-11.59
2017-0108,2,2017-09-02,2017,9,2,04:53:08,4,GRAL PAZ,"PAZ, GRAL. AV.",SI,"PAZ, GRAL. AV. y MACHAIN",12,-58.49491054,-34.54795581,AUTO,PASAJERO_ACOMPAÑANTE,AUTO,MASCULINO,17,6,Sábado,SI,3-5.59
2017-0108,2,2017-09-02,2017,9,2,04:53:08,4,GRAL PAZ,"PAZ, GRAL. AV.",SI,"PAZ, GRAL. AV. y MACHAIN",12,-58.49491054,-34.54795581,AUTO,PASAJERO_ACOMPAÑANTE,AUTO,MASCULINO,10,6,Sábado,SI,3-5.59
2017-0109,1,2017-09-04,2017,9,4,21:00:00,21,AVENIDA,DIRECTORIO AV.,SI,DIRECTORIO AV. y PORTELA,7,-58.47130269,-34.63665402,AUTO,CONDUCTOR,MOTO,MASCULINO,21,1,Lunes,NO,22-23.59
2017-0110,1,2017-09-06,2017,9,6,14:15:00,14,AVENIDA,LAVALLE,SI,"LAVALLE y ALEM, LEANDRO N. AV.",1,-58.37048800,-34.60189492,PASAJEROS,PEATON,PEATON,MASCULINO,56,3,Miércoles,NO,12-14.59
2017-0111,1,2017-09-07,2017,9,7,18:23:37,18,CALLE,USPALLATA,SI,USPALLATA y PIROVANO,4,-58.42023854,-34.64234110,CARGAS,PEATON,PEATON,FEMENINO,79,4,Jueves,NO,18-21.59
2017-0112,2,2017-09-10,2017,9,10,09:32:17,9,AUTOPISTA,AUTOPISTA 25 DE MAYO,NO,AUTOPISTA 25 DE MAYO y VARELA AV.,7,-58.45807401,-34.63997430,OBJETO FIJO,PASAJERO_ACOMPAÑANTE,AUTO,MASCULINO,1,7,Domingo,SI,9-11.59
2017-0112,2,2017-09-10,2017,9,10,09:32:17,9,AUTOPISTA,AUTOPISTA 25 DE MAYO,NO,AUTOPISTA 25 DE MAYO y VARELA AV.,7,-58.45807401,-34.63997430,OBJETO FIJO,PASAJERO_ACOMPAÑANTE,AUTO,MASCULINO,30,7,Domingo,SI,9-11.59
2017-0113,1,2017-09-11,2017,9,11,06:30:00,6,AVENIDA,SANTA FE AV.,SI,SANTA FE AV. y MAIPU,1,-58.37697717,-34.59573848,PASAJEROS,PEATON,PEATON,FEMENINO,76,1,Lunes,NO,6-8.59
2017-0114,1,2017-09-15,2017,9,15,02:30:00,2,AVENIDA,ALVEAR AV.,SI,ALVEAR AV. y DEL LIBERTADOR AV.,2,-58.39100580,-34.58498660,OBJETO FIJO,CONDUCTOR,AUTO,MASCULINO,26,5,Viernes,NO,0-2.59
2017-0115,1,2017-09-19,2017,9,19,18:52:33,18,AVENIDA,PAVON AV.,SI,PAVON AV. y TREINTA Y TRES ORIENTALES,5,-58.42182126,-34.63089661,BICICLETA,CONDUCTOR,MOTO,MASCULINO,34,2,Martes,NO,18-21.59
2017-0116,1,2017-09-20,2017,9,20,22:24:00,22,GRAL PAZ,"PAZ, GRAL. AV.",NO,"PAZ, GRAL. AV. 5750",12,-58.51389422,-34.58075791,OBJETO FIJO,CONDUCTOR,MOTO,MASCULINO,22,3,Miércoles,NO,22-23.59
2017-0118,1,2017-09-22,2017,9,22,07:02:09,7,AVENIDA,VIEYTES,SI,"VIEYTES y CRUZ, OSVALDO AV.",4,-58.37585415,-34.65232158,AUTO,PASAJERO_ACOMPAÑANTE,MOTO,FEMENINO,26,5,Viernes,NO,6-8.59
2017-0120,1,2017-10-02,2017,10,2,15:55:33,15,AUTOPISTA,AUTOPISTA DELLEPIANE LUIS TTE. GRAL.,SI,AUTOPISTA DELLEPIANE LUIS TTE. GRAL. y ESCALADA AV.,9,-58.47297505,-34.66245085,CARGAS,CONDUCTOR,MOTO,MASCULINO,20,1,Lunes,NO,15-17.59
2017-0123,1,2017-10-10,2017,10,10,01:05:38,1,AVENIDA,ALBARI?O,SI,ALBARIÃ‘O y ARGENTINA AV.,8,-58.46855503,-34.67216349,AUTO,PEATON,PEATON,FEMENINO,36,2,Martes,NO,0-2.59
2017-0124,1,2017-10-12,2017,10,12,14:40:28,14,CALLE,"RAMIREZ DE VELASCO, JUAN",NO,"RAMIREZ DE VELASCO, JUAN 1211",15,-58.44254033,-34.59185043,PASAJEROS,CONDUCTOR,MOTO,MASCULINO,51,4,Jueves,NO,12-14.59
2017-0125,1,2017-10-13,2017,10,13,06:12:20,6,AVENIDA,"FERNANDEZ DE LA CRUZ, F., GRAL. AV.",SI,"FERNANDEZ DE LA CRUZ, F., GRAL. AV. y LARRAYA",8,-58.46622247,-34.67926929,OBJETO FIJO,CONDUCTOR,MOTO,MASCULINO,29,5,Viernes,NO,6-8.59
2017-0126,2,2017-10-14,2017,10,14,06:15:00,6,AVENIDA,RIESTRA AV.,SI,RIESTRA AV. y CAÃ‘ADA DE GOMEZ,8,-58.48003734,-34.68148508,OBJETO FIJO,PASAJERO_ACOMPAÑANTE,AUTO,MASCULINO,39,6,Sábado,SI,6-8.59
2017-0126,2,2017-10-14,2017,10,14,06:15:00,6,AVENIDA,RIESTRA AV.,SI,RIESTRA AV. y CAÃ‘ADA DE GOMEZ,8,-58.48003734,-34.68148508,OBJETO FIJO,CONDUCTOR,AUTO,MASCULINO,36,6,Sábado,SI,6-8.59
2017-0127,1,2017-10-16,2017,10,16,07:45:00,7,AVENIDA,GALLO,SI,GALLO y CORDOBA AV.,2,-58.41192137,-34.59800248,MOTO,PASAJERO_ACOMPAÑANTE,MOTO,MASCULINO,24,1,Lunes,NO,6-8.59
2017-0128,1,2017-10-17,2017,10,17,12:30:00,12,CALLE,"ARANGUREN, JUAN F., DR.",NO,"ARANGUREN, JUAN F., DR. 611",6,-58.44034689,-34.61349731,PASAJEROS,PEATON,PEATON,FEMENINO,60,2,Martes,NO,12-14.59
2017-0129,1,2017-10-26,2017,10,26,19:15:15,19,AUTOPISTA,AUTOPISTA PERITO MORENO,SI,AUTOPISTA PERITO MORENO y AUTOPISTA 25 DE MAYO,9,-58.47155277,-34.64925746,PASAJEROS,CONDUCTOR,MOTO,MASCULINO,57,4,Jueves,NO,18-21.59
2017-0130,1,2017-10-27,2017,10,27,05:30:00,5,AVENIDA,CHORROARIN,SI,CHORROARIN y SAN MARTIN AV.,15,-58.47883099,-34.59967065,CARGAS,CONDUCTOR,AUTO,MASCULINO,23,5,Viernes,NO,3-5.59
2017-0132,1,2017-10-30,2017,10,30,14:00:00,14,AVENIDA,COSQUIN,SI,"COSQUIN y ROCA, CNEL. AV.",8,-58.46552171,-34.69374130,PASAJEROS,CONDUCTOR,MOTO,MASCULINO,23,1,Lunes,NO,12-14.59
2017-0134,1,2017-11-06,2017,11,6,18:00:00,18,AVENIDA,"ROCA, CNEL. AV.",NO,"ROCA, CNEL. AV. 3555",8,-58.44239720,-34.66777987,PASAJEROS,PEATON,PEATON,FEMENINO,47,1,Lunes,NO,18-21.59
2017-0135,1,2017-11-07,2017,11,7,12:14:10,12,AVENIDA,WARNES AV.,SI,WARNES AV. y PUNTA ARENAS,15,-58.47032551,-34.59626814,CARGAS,CONDUCTOR,MOTO,MASCULINO,24,2,Martes,NO,12-14.59
2017-0136,1,2017-11-16,2017,11,16,08:43:00,8,AVENIDA,BARCO CENTENERA DEL,SI,"BARCO CENTENERA DEL y RABANAL, FRANCISCO, INTENDENTE AV.",4,-58.41827843,-34.65522746,PASAJEROS,PEATON,PEATON,MASCULINO,55,4,Jueves,NO,6-8.59
2017-0137,1,2017-11-17,2017,11,17,11:45:00,11,AVENIDA,MOSCONI GENERAL AV.,SI,MOSCONI GENERAL AV. y SAN NICOLAS,11,-58.51280715,-34.59279388,CARGAS,PEATON,PEATON,FEMENINO,60,5,Viernes,NO,9-11.59
2017-0138,1,2017-11-19,2017,11,19,10:30:00,10,AVENIDA,LAFUENTE AV.,SI,"LAFUENTE AV. y PERON, EVA AV.",7,-58.46258582,-34.64385704,OBJETO FIJO,PASAJERO_ACOMPAÑANTE,MOTO,MASCULINO,25,7,Domingo,SI,9-11.59
2017-0139,1,2017-11-19,2017,11,19,22:30:00,22,AVENIDA,"ROCA, CNEL. AV.",SI,"ROCA, CNEL. AV. y ESCALADA AV.",8,-58.45064148,-34.68003614,OBJETO FIJO,PASAJERO_ACOMPAÑANTE,AUTO,FEMENINO,15,7,Domingo,SI,22-23.59
2017-0140,1,2017-11-19,2017,11,19,23:22:17,23,AUTOPISTA,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI,NO,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI,4,0,0,PASAJEROS,CONDUCTOR,MOTO,MASCULINO,24,7,Domingo,SI,22-23.59
2017-0141,1,2017-11-23,2017,11,23,19:45:00,19,AVENIDA,LA PLATA AV.,SI,"LA PLATA AV. y GOYENA, PEDRO AV.",6,-58.42717783,-34.62513374,PASAJEROS,PEATON,PEATON,FEMENINO,22,4,Jueves,NO,18-21.59
2017-0143,1,2017-11-25,2017,11,25,21:45:00,21,CALLE,"TRELLES, MANUEL R.",SI,"TRELLES, MANUEL R. y DIAZ, CESAR, GRAL.",11,-58.46442001,-34.60724519,PASAJEROS,CONDUCTOR,AUTO,MASCULINO,50,6,Sábado,SI,22-23.59
2017-0144,1,2017-11-26,2017,11,26,06:45:00,6,GRAL PAZ,"ROCA, CNEL. AV.",SI,"ROCA, CNEL. AV. y PAZ, GRAL. AV.",8,-58.47064556,-34.69843756,OBJETO FIJO,PASAJERO_ACOMPAÑANTE,AUTO,FEMENINO,50,7,Domingo,SI,6-8.59
2017-0145,1,2017-11-26,2017,11,26,17:05:00,17,CALLE,MAZA,SI,MAZA y DON BOSCO,5,-58.41677733,-34.61223119,AUTO,CONDUCTOR,MOTO,MASCULINO,58,7,Domingo,SI,15-17.59
2017-0147,1,2017-11-28,2017,11,28,11:15:00,11,GRAL PAZ,"PAZ, GRAL. AV.",SI,"PAZ, GRAL. AV. y PERON, EVA AV.",9,-58.50251790,-34.67450313,AUTO,CONDUCTOR,MOTO,MASCULINO,49,2,Martes,NO,9-11.59
2017-0148,1,2017-11-29,2017,11,29,10:45:00,10,AVENIDA,SAN JUAN AV.,SI,SAN JUAN AV. y LA RIOJA,3,-58.40708125,-34.62438894,PASAJEROS,PEATON,PEATON,FEMENINO,82,3,Miércoles,NO,9-11.59
2017-0149,1,2017-11-30,2017,11,30,12:20:00,12,AVENIDA,PASEO COLON AV.,SI,PASEO COLON AV. y MEXICO,1,-58.36947198,-34.61477051,PASAJEROS,PEATON,PEATON,MASCULINO,13,4,Jueves,NO,12-14.59
2017-0150,1,2017-12-04,2017,12,4,01:15:00,1,AVENIDA,RIVADAVIA AV.,SI,RIVADAVIA AV. y MIRALLA,9,-58.51140889,-34.63934531,AUTO,PEATON,PEATON,MASCULINO,56,1,Lunes,NO,0-2.59
2017-0151,1,2017-12-04,2017,12,4,02:15:00,2,CALLE,VIEYTES,SI,VIEYTES y LUJAN,4,-58.37460912,-34.65559133,PASAJEROS,PEATON,PEATON,MASCULINO,30,1,Lunes,NO,0-2.59
2017-0152,1,2017-12-06,2017,12,6,17:30:00,17,CALLE,CACHI,SI,CACHI y TRAFUL,4,-58.41146277,-34.65073916,PASAJEROS,CICLISTA,BICICLETA,MASCULINO,19,3,Miércoles,NO,15-17.59
2017-0153,2,2017-12-11,2017,12,11,02:00:00,2,AVENIDA,ROSARIO,SI,ROSARIO y LA PLATA AV.,6,-58.42855267,-34.61829385,PASAJEROS,PASAJERO_ACOMPAÑANTE,MOTO,MASCULINO,30,1,Lunes,NO,0-2.59
2017-0153,2,2017-12-11,2017,12,11,02:00:00,2,AVENIDA,ROSARIO,SI,ROSARIO y LA PLATA AV.,6,-58.42855267,-34.61829385,PASAJEROS,CONDUCTOR,MOTO,MASCULINO,30,1,Lunes,NO,0-2.59
2017-0154,1,2017-12-11,2017,12,11,09:15:00,9,AVENIDA,ENTRE RIOS AV.,SI,ENTRE RIOS AV. y CASEROS AV.,4,-58.39035581,-34.63412287,PASAJEROS,PEATON,PEATON,MASCULINO,76,1,Lunes,NO,9-11.59
2017-0155,1,2017-12-12,2017,12,12,21:25:41,21,AVENIDA,RIVADAVIA AV.,NO,RIVADAVIA AV. 6350,7,-58.45593915,-34.62656868,MOTO,CONDUCTOR,MOTO,MASCULINO,77,2,Martes,NO,22-23.59
2017-0157,1,2017-12-17,2017,12,17,09:02:00,9,GRAL PAZ,"PAZ, GRAL. AV.",SI,"PAZ, GRAL. AV. y HUMAITA",9,-58.52866211,-34.64597065,PASAJEROS,CONDUCTOR,AUTO,MASCULINO,53,7,Domingo,SI,9-11.59
2017-0158,1,2017-12-18,2017,12,18,21:30:00,21,GRAL PAZ,GUALEGUAYCHU,SI,"GUALEGUAYCHU y PAZ, GRAL. AV.",11,-58.52037476,-34.59407024,AUTO,CONDUCTOR,MOTO,MASCULINO,32,1,Lunes,NO,22-23.59
2017-0159,1,2017-12-20,2017,12,20,04:31:27,4,AVENIDA,INDEPENDENCIA AV.,SI,"INDEPENDENCIA AV. y CEVALLOS, VIRREY",1,-58.38896772,-34.61799615,AUTO,CONDUCTOR,MOTO,MASCULINO,27,3,Miércoles,NO,3-5.59
2017-0160,1,2017-12-22,2017,12,22,13:15:00,13,AVENIDA,NAZCA AV.,NO,NAZCA AV. 365,7,-58.47074114,-34.62771756,MOTO,PEATON,PEATON,FEMENINO,30,5,Viernes,NO,12-14.59
2017-0161,1,2017-12-26,2017,12,26,15:30:00,15,AVENIDA,"PERON, EVA AV.",NO,"PERON, EVA AV. 5249",9,-58.48200819,-34.65969965,AUTO,PEATON,PEATON,FEMENINO,30,2,Martes,NO,15-17.59
2018-0001,1,2018-01-01,2018,1,1,22:50:00,22,AVENIDA,SAN JUAN AV.,SI,SAN JUAN AV. y RINCON,3,-58.39536773,-34.62297346,MOTO,PEATON,PEATON,MASCULINO,83,1,Lunes,NO,22-23.59
2018-0002,1,2018-01-03,2018,1,3,16:40:00,16,CALLE,PERU,NO,PERU 937,1,-58.37456088,-34.61895467,PASAJEROS,CICLISTA,BICICLETA,FEMENINO,26,3,Miércoles,NO,15-17.59
2018-0003,1,2018-01-05,2018,1,5,10:12:00,10,AVENIDA,"PUEYRREDON, HONORIO, DR. AV.",SI,"PUEYRREDON, HONORIO, DR. AV. y GALICIA",15,-58.44860217,-34.60395657,MULTIPLE,PEATON,PEATON,FEMENINO,58,5,Viernes,NO,9-11.59
2018-0004,1,2018-01-09,2018,1,9,09:40:00,9,AVENIDA,DEL LIBERTADOR AV.,SI,DEL LIBERTADOR AV. y MANZANARES,13,-58.46129513,-34.54332766,MULTIPLE,CONDUCTOR,MOTO,MASCULINO,39,2,Martes,NO,9-11.59
2018-0005,1,2018-01-09,2018,1,9,22:30:00,22,AVENIDA,PASEO COLON AV.,NO,PASEO COLON AV. 1019,1,-58.36907201,-34.61953517,PASAJEROS,PEATON,PEATON,MASCULINO,54,2,Martes,NO,22-23.59
2018-0006,1,2018-01-10,2018,1,10,21:15:00,21,CALLE,VALLE,SI,VALLE y BARCO CENTENERA DEL,6,-58.44062219,-34.62499107,PASAJEROS,CICLISTA,BICICLETA,FEMENINO,45,3,Miércoles,NO,22-23.59
2018-0007,1,2018-01-11,2018,1,11,02:30:00,2,AUTOPISTA,AUTOPISTA PERITO MORENO,NO,AUTOPISTA PERITO MORENO KM. 0.6,9,-58.52502765,-34.63601265,AUTO,CONDUCTOR,AUTO,MASCULINO,46,4,Jueves,NO,0-2.59
